,id,bedrooms,bathrooms,half_bathrooms,lot_size,construction_size,age,property_type_id_id,real_age,latitude,longitude,postal_code,settlement,price,balcony,water strorage,air_conditioning,pool,furniture,accasible_for_handicap,first_floor,security,parking_space,kitchen,garden,roof_Garden,service_room,gated_community,price_per_area,price_small,price_per_area_small,geometry,high_impact/area,low_impact/area
1211,8858,2.0,2.0,0.0,78.0,78.0,3,1.0,3,19.402043,-99.17438,11800,escandón,5300000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,67948.71794871795,5.3,0.0679487179487179,POINT (-99.17438 19.402043),56.89032572311157,210.33268690058918
1212,38433,3.0,1.0,0.0,85.0,85.0,35,1.0,35,19.300971,-99.12081,14324,gabriel ramos millán,2660000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,31294.117647058825,2.66,0.0312941176470588,POINT (-99.12081 19.300971),10.882724199908695,61.79832670662437
1213,8950,2.0,1.0,0.0,60.0,60.0,1,1.0,1,19.42309,-99.098119,15540,santa cruz aviación,1100000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,18333.33333333333,1.1,0.0183333333333333,POINT (-99.098119 19.42309),81.43831710869307,225.28730714180514
1214,5461,6.0,6.0,4.0,845.0,677.0,5,3.0,5,19.326272,-99.19583,01900,jardines del pedregal,32000000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,37869.8224852071,32.0,0.0378698224852071,POINT (-99.19583 19.326272),10.426483017144093,51.25846036888383
1215,26933,2.0,2.0,0.0,84.0,77.0,0,1.0,0,19.405875,-99.166248,06760,roma sur,5093171.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,60632.98809523809,5.093171,0.060632988095238,POINT (-99.166248 19.405875),84.22500479760824,331.62565489782344
1216,26325,2.0,2.0,0.0,76.0,76.0,3,1.0,3,19.373365,-99.155874,03650,letrán valle,4210000.0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,55394.73684210526,4.21,0.0553947368421052,POINT (-99.155874 19.373365),59.201418210665366,245.89196646043763
1217,599,2.0,3.0,0.0,117.0,117.0,3,1.0,3,19.390293,-99.154387,03020,narvarte poniente,5471680.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,46766.49572649573,5.47168,0.0467664957264957,POINT (-99.154387 19.390293),77.52857539828607,399.08512652987184
1218,9809,2.0,1.0,0.0,68.0,68.0,1,1.0,1,19.442368,-99.182956,11320,anáhuac i sección,3050000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,44852.94117647059,3.05,0.0448529411764705,POINT (-99.182956 19.442368),86.84922334757302,263.88327321538543
1219,2439,2.0,2.0,0.0,90.0,90.0,1,1.0,1,19.440944,-99.181969,11320,anáhuac i sección,7500000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,83333.33333333333,7.5,0.0833333333333333,POINT (-99.181969 19.440944),86.84922334757302,263.88327321538543
1220,13860,3.0,2.0,0.0,71.0,71.0,45,1.0,45,19.372584,-99.17245,03104,del valle sur,3350000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,47183.09859154929,3.35,0.0471830985915492,POINT (-99.17245 19.372584),61.14750835457885,359.2416115831507
1221,499,2.0,1.0,0.0,47.0,47.0,1,1.0,1,19.4504589,-99.1790738,11320,anáhuac i sección,2050000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43617.02127659575,2.05,0.0436170212765957,POINT (-99.1790738 19.4504589),86.84922334757302,263.88327321538543
1222,22677,2.0,1.0,0.0,72.0,72.0,1,1.0,1,19.448211,-99.116692,15200,janitzio,2280000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31666.666666666668,2.28,0.0316666666666666,POINT (-99.116692 19.448211),110.17048474238962,201.83232804805778
1223,7916,3.0,3.0,1.0,186.0,186.0,5,1.0,5,19.396205,-99.22561,11950,lomas altas,11493000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,61790.32258064516,11.493,0.0617903225806451,POINT (-99.22561 19.396205),5.062090162766715,22.30483477969084
1224,11106,2.0,2.0,0.0,65.0,65.0,1,1.0,1,19.471389,-99.161436,02920,cosmopolita,2430000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,37384.61538461538,2.43,0.0373846153846153,POINT (-99.161436 19.471389),55.47987566544607,227.77762617925376
1225,27230,3.0,2.0,0.0,160.0,124.0,0,1.0,0,19.345127,-99.212969,01790,,7112018.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,44450.1125,7.112018,0.0444501125,POINT (-99.212969 19.345127),25.2669148805658,107.56486620583726
1226,22578,3.0,3.0,1.0,200.0,200.0,5,1.0,5,19.380277,-99.173967,03100,del valle centro,12000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60000.0,12.0,0.06,POINT (-99.173967 19.380277),48.93271527594073,292.99548069045545
1227,26984,2.0,2.0,0.0,76.0,76.0,1,1.0,1,19.397645,-99.157611,03020,narvarte poniente,3539000.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,46565.78947368421,3.539,0.0465657894736842,POINT (-99.157611 19.397645),77.52857539828607,399.08512652987184
1228,27803,1.0,1.0,0.0,30.0,30.0,0,1.0,0,19.449422,-99.133193,06200,morelos,1579760.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,52658.66666666666,1.57976,0.0526586666666666,POINT (-99.133193 19.449422),113.9152933872184,453.71888380655105
1229,2030,1.0,1.0,0.0,54.0,54.0,2,1.0,2,19.375096,-99.184038,03920,insurgentes mixcoac,4255900.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78812.96296296296,4.2559,0.0788129629629629,POINT (-99.184038 19.375096),80.46500797101187,363.10680067591073
