id,bedrooms,bathrooms,half_bathrooms,lot_size,construction_size,age,property_type_id_id,real_age,latitude,longitude,postal_code,settlement,price,balcony,water strorage,air_conditioning,pool,furniture,accasible_for_handicap,first_floor,security,parking_space,kitchen,garden,roof_Garden,service_room,gated_community,price_per_area,price_small,price_per_area_small
27187,2.0,2.0,0.0,94.0,94.0,0,1.0,0,19.396078,-99.159092,03020,narvarte poniente,4517000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,48053.1914893617,4.517,0.0480531914893617
3551,2.0,1.0,1.0,98.0,98.0,51,1.0,51,19.40612,-99.15921,06760,roma sur,4950000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50510.204081632655,4.95,0.050510204081632655
2862,3.0,2.0,0.0,168.0,168.0,14,1.0,14,19.372669,-99.168947,03100,del valle centro,8900000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,52976.19047619047,8.9,0.052976190476190475
27834,2.0,2.0,0.0,81.0,81.0,0,1.0,0,19.360541,-99.153569,03300,portales sur,3810450.0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,47042.59259259259,3.81045,0.047042592592592594
12793,2.0,1.0,1.0,160.0,160.0,10,1.0,10,19.370815,-99.24919,01219,santa fe,10000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,62500.0,10.0,0.0625
7405,2.0,1.0,0.0,60.0,60.0,6,1.0,6,19.416232,-99.08337,15730,4 árboles,1500000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,25000.0,1.5,0.025
27240,3.0,2.0,0.0,125.0,125.0,4,1.0,4,19.366061,-99.30038,05270,manzanastitla,4896300.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,39170.4,4.8963,0.0391704
9655,3.0,3.0,1.0,215.0,326.0,15,3.0,15,19.349456,-99.254032,01580,lomas axomiatla,6999999.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32558.13488372093,6.999999,0.03255813488372093
26171,2.0,2.0,0.0,64.0,64.0,0,1.0,0,19.404184,-99.115316,08400,granjas méxico,2174048.02,False,False,False,True,False,False,False,True,False,False,True,False,True,False,33969.5003125,2.17404802,0.0339695003125
25917,1.0,2.0,0.0,65.0,65.0,0,1.0,0,19.340759,-99.193187,01000,san ángel,4199459.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,64607.06153846154,4.199459,0.06460706153846153
25918,2.0,2.0,0.0,142.0,142.0,3,1.0,3,19.342644,-99.225994,01700,tetelpan,5864100.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,41296.47887323944,5.8641,0.04129647887323944
42,3.0,2.0,0.0,135.0,135.0,21,1.0,21,19.3093085,-99.1877204,04500,insurgentes cuicuilco,5580000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41333.333333333336,5.58,0.04133333333333333
27333,2.0,2.0,0.0,72.0,72.0,0,1.0,0,19.451779,-99.158016,06400,santa maría la ribera,3730400.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,51811.11111111111,3.7304,0.051811111111111106
1076,2.0,2.0,0.0,136.0,136.0,8,1.0,8,19.3343,-99.239934,01780,olivar de los padres,6400000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,47058.82352941176,6.4,0.047058823529411764
25715,2.0,2.0,0.0,78.0,78.0,0,1.0,0,19.410928,-99.167361,06700,roma norte,4612462.5,False,False,False,False,False,False,False,True,False,False,True,False,True,False,59134.13461538462,4.6124625,0.059134134615384616
7956,1.0,1.0,0.0,47.0,47.0,1,1.0,1,19.441651,-99.195952,11520,granada,4007000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85255.31914893616,4.007,0.08525531914893617
27247,2.0,1.0,0.0,63.0,56.0,0,1.0,0,19.385581,-99.141016,03500,nativitas,2897360.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,45989.84126984127,2.89736,0.04598984126984127
27259,2.0,2.0,0.0,123.0,123.0,4,1.0,4,19.366061,-99.30038,05270,manzanastitla,4709600.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,38289.43089430894,4.7096,0.03828943089430894
25931,2.0,2.0,0.0,102.0,102.0,3,1.0,3,19.35585,-99.297037,05370,las tinajas,8125000.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,79656.86274509804,8.125,0.07965686274509805
28645,2.0,2.0,0.0,71.0,71.0,0,1.0,0,19.3878022,-99.1390873,03430,josefa ortiz de domínguez,3114224.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,43862.30985915493,3.114224,0.04386230985915493
1530,3.0,2.0,1.0,220.0,220.0,14,1.0,14,19.404444,-99.173816,06100,hipódromo,10200000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,46363.63636363636,10.2,0.04636363636363636
29080,2.0,2.0,1.0,74.0,74.0,0,1.0,0,19.5016187,-99.1212316,07369,residencial zacatenco,3150208.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,42570.37837837838,3.150208,0.04257037837837838
5171,2.0,1.0,0.0,65.0,65.0,6,1.0,6,19.428496,-99.148513,06000,centro,2490000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,38307.692307692305,2.49,0.038307692307692306
9436,1.0,1.0,0.0,40.0,40.0,4,1.0,4,19.403133,-99.157594,03000,piedad narvarte,2795000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,69875.0,2.795,0.069875
27288,2.0,2.0,0.0,70.0,70.0,2,1.0,2,19.392885,-99.158203,03020,narvarte poniente,3682300.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,52604.28571428572,3.6823,0.052604285714285715
2318,1.0,1.0,0.0,73.0,73.0,5,1.0,5,19.439551,-99.182195,11320,anáhuac i sección,4550000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,62328.767123287675,4.55,0.06232876712328767
28188,2.0,2.0,0.0,102.0,102.0,3,1.0,3,19.35585,-99.297037,05370,las tinajas,8619000.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,84500.0,8.619,0.0845
25705,2.0,2.0,0.0,82.0,82.0,0,1.0,0,19.404184,-99.115316,08400,granjas méxico,3110980.04,False,False,False,True,False,False,False,True,False,False,True,False,True,False,37938.780975609756,3.11098004,0.03793878097560976
10351,2.0,2.0,0.0,91.0,91.0,1,1.0,1,19.355989,-99.279484,05348,las tinajas,7990000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,87802.1978021978,7.99,0.08780219780219779
38347,2.0,2.0,0.0,96.0,96.0,1,1.0,1,19.277315,-99.165736,14090,la joya,3827000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39864.583333333336,3.827,0.039864583333333335
27249,2.0,2.0,0.0,64.0,64.0,2,1.0,2,19.339047,-99.236538,01700,tetelpan,4183400.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,65365.625,4.1834,0.065365625
31077,2.0,2.0,0.0,90.0,90.0,0,1.0,0,19.3579859199,-99.2021782886,01710,las águilas,5903426.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,65593.62222222223,5.903426,0.06559362222222223
10430,3.0,2.0,0.0,135.0,135.0,55,1.0,55,19.414286,-99.159204,06700,roma norte,5295000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,39222.22222222222,5.295,0.03922222222222222
2498,1.0,2.0,0.0,116.0,116.0,2,1.0,2,19.362798,-99.150683,03300,portales norte,4100000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35344.8275862069,4.1,0.0353448275862069
6439,2.0,2.0,0.0,83.0,83.0,1,1.0,1,19.418009,-99.15571,06700,roma norte,4980000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60000.0,4.98,0.06
27275,2.0,2.0,0.0,77.0,77.0,0,1.0,0,19.445419,-99.171396,11330,,3270000.0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,42467.53246753247,3.27,0.042467532467532466
27853,2.0,1.0,0.0,83.0,77.0,0,1.0,0,19.375428,-99.14335,03660,,2787900.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,33589.156626506025,2.7879,0.03358915662650602
315,2.0,2.0,0.0,60.0,60.0,0,1.0,0,19.3941411,-99.1425459,03020,álamos,3000000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,50000.0,3.0,0.05
2068,4.0,3.0,1.0,194.0,450.0,4,3.0,4,19.440795,-99.207897,11500,irrigación,18564000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,95690.72164948453,18.564,0.09569072164948453
27265,2.0,2.0,0.0,83.0,67.0,0,1.0,0,19.404361,-99.158852,06760,roma sur,3699000.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,44566.26506024096,3.699,0.044566265060240966
378,2.0,1.0,0.0,69.0,69.0,22,1.0,22,19.3837964,-99.1971753,01180,carola,1900000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27536.231884057972,1.9,0.02753623188405797
3044,4.0,3.0,1.0,96.0,175.0,31,3.0,31,19.389978,-99.12778,08800,santiago sur,4300000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,44791.666666666664,4.3,0.04479166666666667
27343,3.0,2.0,0.0,133.0,113.0,0,1.0,0,19.455664,-99.209431,11270,argentina antigua,4620000.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,34736.84210526316,4.62,0.03473684210526316
14081,2.0,2.0,0.0,125.0,125.0,3,1.0,3,19.387119,-99.164196,03100,del valle centro,4950000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39600.0,4.95,0.0396
31463,2.0,2.0,0.0,107.0,107.0,0,1.0,0,19.3818317,-99.165465,03100,del valle centro,6238100.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,58300.0,6.2381,0.0583
26986,2.0,2.0,0.0,63.0,63.0,0,1.0,0,19.404184,-99.115316,08400,granjas méxico,2069539.88,False,False,False,True,False,False,False,True,False,False,True,False,True,False,32849.839365079366,2.0695398799999998,0.03284983936507937
25660,2.0,2.0,0.0,80.0,70.0,0,1.0,0,19.400189,-99.169448,03100,,4488832.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,56110.4,4.488832,0.056110400000000005
26985,2.0,2.0,0.0,89.0,89.0,4,1.0,4,19.366061,-99.30038,05270,manzanastitla,3660400.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,41128.089887640446,3.6604,0.04112808988764045
587,2.0,2.0,0.0,110.0,110.0,8,1.0,8,19.35022,-99.298562,05500,contadero,5100000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46363.63636363636,5.1,0.04636363636363636
9786,2.0,2.0,1.0,260.0,260.0,1,1.0,1,19.27859,-99.215018,14200,héroes de padierna,5640000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,21692.30769230769,5.64,0.02169230769230769
27432,2.0,2.0,0.0,89.0,89.0,0,1.0,0,19.456169,-99.194181,11410,tacuba,3275800.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,36806.74157303371,3.2758,0.03680674157303371
2540,2.0,2.0,1.0,165.0,165.0,1,1.0,1,19.433077,-99.198212,11550,polanco iv sección,860000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5212.121212121212,0.86,0.005212121212121212
4159,3.0,3.0,1.0,590.0,600.0,1,3.0,1,19.40127,-99.25125,11700,bosque de las lomas,19000000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,32203.389830508473,19.0,0.03220338983050847
29720,3.0,2.0,0.0,72.0,72.0,0,1.0,0,19.4689514,-99.1546353,02950 ,del gas,2926735.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,40649.09722222222,2.926735,0.04064909722222222
37576,2.0,2.0,0.0,77.0,77.0,10,1.0,10,19.365153,-99.163176,03310,santa cruz atoyac,4300000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,55844.155844155845,4.3,0.05584415584415584
36240,2.0,2.0,0.0,67.0,67.0,2022,1.0,0,19.3578948192,-99.2030721903,01710,las águilas,4450048.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,66418.62686567164,4.450048,0.06641862686567164
5964,5.0,2.0,0.0,200.0,84.0,47,3.0,47,19.484959,-99.07506,07550,providencia,2500000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12500.0,2.5,0.0125
8757,2.0,2.0,0.0,116.0,116.0,28,1.0,28,19.370871,-99.266309,05348,santa fe cuajimalpa,5350000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46120.68965517241,5.35,0.046120689655172416
2262,2.0,2.0,0.0,78.0,78.0,8,1.0,8,19.353663,-99.291369,05360,locaxco,4200000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,53846.153846153844,4.2,0.05384615384615384
27088,2.0,2.0,0.0,64.0,64.0,0,1.0,0,19.404184,-99.115316,08400,granjas méxico,2168933.6,False,False,False,True,False,False,False,True,False,False,True,False,True,False,33889.5875,2.1689336,0.0338895875
4690,2.0,1.0,0.0,60.0,60.0,6,1.0,6,19.464129,-99.15562,02970,ampliación del gas,2500000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41666.666666666664,2.5,0.041666666666666664
27648,2.0,2.0,0.0,64.0,64.0,0,1.0,0,19.404184,-99.115316,08400,granjas méxico,2175569.6,False,False,False,True,False,False,False,True,False,False,True,False,True,False,33993.275,2.1755696,0.033993275
22072,3.0,3.0,0.0,360.0,150.0,100,3.0,100,19.403283,-99.138227,03400,álamos,11500000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31944.444444444445,11.5,0.03194444444444444
8330,3.0,4.0,1.0,190.0,190.0,19,1.0,19,19.371495,-99.16574,03100,del valle centro,7600000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,40000.0,7.6,0.04
4986,3.0,2.0,0.0,117.0,117.0,8,1.0,8,19.338711,-99.23387,01700,tetelpan,5620000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,48034.18803418803,5.62,0.04803418803418803
26105,2.0,2.0,0.0,71.0,71.0,0,1.0,0,19.360541,-99.153569,03300,portales sur,3203550.0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,45120.42253521127,3.20355,0.04512042253521127
2289,3.0,3.0,1.0,190.0,190.0,18,3.0,18,19.3839884,-99.1672389,03100,del valle centro,10000000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,52631.57894736842,10.0,0.05263157894736842
38775,2.0,1.0,0.0,57.0,57.0,9,1.0,9,19.441054,-99.174375,11320,anáhuac i sección,2219000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38929.82456140351,2.219,0.03892982456140351
28206,2.0,2.0,0.0,96.0,85.0,0,1.0,0,19.403076,-99.152361,03000,piedad narvarte,4180250.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,43544.270833333336,4.18025,0.043544270833333336
11618,3.0,2.0,1.0,246.0,246.0,30,1.0,30,19.427629,-99.189364,11560,polanco v sección,16400000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,66666.66666666667,16.4,0.06666666666666667
9486,4.0,2.0,2.0,137.0,234.0,40,3.0,40,19.409916,-99.175579,06170,hipódromo condesa,22000000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,160583.9416058394,22.0,0.16058394160583941
12890,2.0,2.0,0.0,73.0,73.0,7,1.0,7,19.459265,-99.196979,11290,huíchapan,2695000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,36917.808219178085,2.695,0.03691780821917808
4943,3.0,3.0,1.0,318.0,318.0,12,1.0,12,19.337147,-99.234295,01770,san josé del olivar,6700000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,21069.18238993711,6.7,0.02106918238993711
25721,2.0,3.0,0.0,153.0,111.0,0,1.0,0,19.399236,-99.179318,11800,escandón i sección,7750000.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,50653.59477124183,7.75,0.05065359477124183
2212,2.0,2.0,0.0,103.0,103.0,11,1.0,11,19.431334,-99.170174,06500,cuauhtémoc,4550000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,44174.7572815534,4.55,0.0441747572815534
6300,2.0,2.0,0.0,95.0,95.0,19,1.0,19,19.383308,-99.15809,03020,narvarte poniente,3695000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38894.73684210526,3.695,0.03889473684210526
2122,3.0,3.0,0.0,158.0,220.0,42,3.0,42,19.314813,-99.231892,10810,san francisco,7990000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50569.620253164554,7.99,0.050569620253164554
756,3.0,3.0,1.0,136.0,136.0,2,1.0,2,19.351346,-99.201189,01760,atlamaya,8390000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,61691.17647058824,8.39,0.061691176470588235
10141,2.0,2.0,0.0,70.0,70.0,2,1.0,2,19.290116,-99.229056,14240,lomas de padierna,2450000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,35000.0,2.45,0.035
8280,3.0,2.0,1.0,190.0,227.0,26,3.0,26,19.337601,-99.23748,01770,san josé del olivar,7100000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,37368.42105263158,7.1,0.03736842105263158
2974,5.0,4.0,2.0,473.0,400.0,46,3.0,46,19.356938,-99.155946,04100,del carmen,23500000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,49682.87526427061,23.5,0.04968287526427061
3605,3.0,3.0,1.0,500.0,340.0,22,3.0,22,19.28644,-99.213772,14200,jardines del ajusco,9200000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,18400.0,9.2,0.0184
8452,2.0,1.0,0.0,75.0,75.0,1,1.0,1,19.393686,-99.167519,03100,del valle norte,3980000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,53066.666666666664,3.98,0.053066666666666665
1486,2.0,2.0,0.0,77.0,77.0,2,1.0,2,19.3893,-99.167565,03100,del valle centro,4108560.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,53357.92207792208,4.10856,0.05335792207792208
5376,2.0,2.0,0.0,98.0,98.0,29,1.0,29,19.40025,-99.177446,11800,escandón ii sección,3800000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,38775.510204081635,3.8,0.03877551020408163
623,1.0,1.0,0.0,52.0,52.0,2,1.0,2,19.438779,-99.178036,11320,anáhuac i sección,4253026.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,81788.96153846153,4.253026,0.08178896153846153
22004,2.0,2.0,1.0,150.0,150.0,1,1.0,1,19.387738,-99.244349,11910,lomas de bezares,8400000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,56000.0,8.4,0.056
27755,2.0,2.0,0.0,138.0,83.0,0,1.0,0,19.372553,-99.174092,03100,,5550000.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,40217.391304347824,5.55,0.04021739130434782
5833,2.0,1.0,1.0,148.0,145.0,1,3.0,1,19.38276,-99.13473,03500,nativitas,6250000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,42229.72972972973,6.25,0.04222972972972973
2656,3.0,3.0,0.0,113.0,113.0,54,1.0,54,19.391389,-99.161032,03020,narvarte poniente,4450000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,39380.53097345133,4.45,0.03938053097345133
2001,2.0,2.0,0.0,120.0,120.0,2,1.0,2,19.440169,-99.191298,11520,granada,9000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75000.0,9.0,0.075
8450,3.0,2.0,0.0,63.0,63.0,2,1.0,2,19.448801,-99.177295,11320,anáhuac i sección,6150000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97619.04761904762,6.15,0.09761904761904762
3968,2.0,2.0,0.0,71.0,71.0,8,1.0,8,19.296669,-99.1176,14330,granjas coapa,2850000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,40140.84507042253,2.85,0.04014084507042253
30537,2.0,2.0,0.0,72.0,72.0,0,1.0,0,19.3724541,-99.1387911,03550,portales norte,4220054.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,58611.86111111111,4.220054,0.05861186111111111
25726,2.0,2.0,0.0,64.0,64.0,0,1.0,0,19.445419,-99.171396,11330,,3200000.0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,50000.0,3.2,0.05
32864,2.0,2.0,0.0,115.0,115.0,0,1.0,0,19.3818317,-99.165465,03100,del valle centro,6509000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,56600.0,6.509,0.0566
2135,1.0,1.0,0.0,56.0,56.0,1,1.0,1,19.529881,-99.16991,03020,narvarte poniente,3276200.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58503.57142857143,3.2762,0.058503571428571426
33515,3.0,2.0,1.0,133.0,133.0,0,1.0,0,19.3865382,-99.1579019,03020,narvarte poniente,6410000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,48195.48872180451,6.41,0.048195488721804514
27428,1.0,1.0,0.0,38.0,38.0,0,1.0,0,19.449422,-99.133193,06200,morelos,1881000.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,49500.0,1.881,0.0495
2595,2.0,2.0,0.0,136.0,136.0,11,1.0,11,19.455909,-99.152684,11700,bosque de las lomas,8200000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,60294.117647058825,8.2,0.060294117647058824
27435,2.0,2.0,0.0,71.0,64.0,0,1.0,0,19.385581,-99.141016,03500,nativitas,3463000.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,48774.64788732395,3.463,0.04877464788732395
27433,2.0,2.0,0.0,63.0,63.0,0,1.0,0,19.404184,-99.115316,08400,granjas méxico,2121276.92,False,False,False,True,False,False,False,True,False,False,True,False,True,False,33671.06222222222,2.12127692,0.03367106222222222
8750,2.0,2.0,1.0,80.0,80.0,1,1.0,1,19.387298,-99.177543,03810,napoles,4750000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,59375.0,4.75,0.059375
27431,2.0,2.0,0.0,148.0,95.0,0,1.0,0,19.400189,-99.169448,03100,,7360815.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,49735.23648648649,7.360815,0.049735236486486485
11198,3.0,2.0,2.0,195.0,195.0,5,1.0,5,19.400628,-99.16035,03020,narvarte poniente,9100000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46666.666666666664,9.1,0.04666666666666666
28606,2.0,2.0,0.0,74.0,74.0,0,1.0,0,19.3878022,-99.1390873,03430,josefa ortiz de domínguez,3506261.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,47381.90540540541,3.506261,0.047381905405405406
574,2.0,2.0,3.0,300.0,235.0,11,3.0,11,19.4349468192,-99.1930708143,11550,polanco iv sección,21500000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,71666.66666666667,21.5,0.07166666666666667
1258,2.0,2.0,0.0,60.0,60.0,2,1.0,2,19.394179,-99.142535,03400,álamos,3000000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,50000.0,3.0,0.05
27348,1.0,1.0,0.0,29.0,29.0,0,1.0,0,19.449422,-99.133193,06200,morelos,1611500.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,55568.96551724138,1.6115,0.05556896551724138
27437,2.0,2.0,0.0,67.0,63.0,0,1.0,0,19.394617,-99.158549,03020,narvarte poniente,3647962.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,54447.19402985075,3.647962,0.054447194029850744
27279,2.0,2.0,0.0,78.0,73.0,0,1.0,0,19.393289,-99.183846,03800,san pedro de los pinos,3614350.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,46337.820512820515,3.61435,0.04633782051282052
3904,3.0,3.0,1.0,383.0,295.0,32,3.0,32,19.319942,-99.236582,10000,lomas quebradas,13450000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35117.49347258486,13.45,0.03511749347258486
3706,2.0,2.0,0.0,81.0,81.0,1,1.0,1,19.409608,-99.180688,06170,hipódromo condesa,7201000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,88901.23456790124,7.201,0.08890123456790124
25993,2.0,2.0,0.0,139.0,139.0,2,1.0,2,19.372652,-99.189456,03100,del valle centro,5640000.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,40575.539568345324,5.64,0.04057553956834532
26977,2.0,2.0,0.0,109.0,102.0,0,1.0,0,19.382533,-99.162852,03020,,4578000.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,42000.0,4.578,0.042
22388,3.0,3.0,1.0,109.0,109.0,10,1.0,10,19.400165,-99.17318,11800,escandón ii sección,6948000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,63743.119266055044,6.948,0.06374311926605504
27155,2.0,2.0,0.0,115.0,108.0,0,1.0,0,19.407408,-99.262883,52786,,6655000.0,False,False,False,True,False,False,False,True,False,False,True,False,True,False,57869.565217391304,6.655,0.057869565217391304
11156,4.0,3.0,1.0,178.0,240.0,15,3.0,15,19.356869,-99.174407,01030,axotla,8700000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,48876.40449438202,8.7,0.04887640449438202
22520,4.0,3.0,1.0,152.0,152.0,1,1.0,1,19.406429,-99.144484,06880,algarin,5900000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,38815.78947368421,5.9,0.03881578947368421
1464,3.0,4.0,1.0,375.0,499.0,19,3.0,19,19.369118,-99.2843,05200,san josé de los cedros,16500000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,44000.0,16.5,0.044
8599,3.0,3.0,1.0,342.0,388.0,31,3.0,31,19.308595,-99.221044,14140,fuentes del pedregal,11500000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,33625.73099415204,11.5,0.033625730994152045
3104,3.0,3.0,0.0,195.0,195.0,3,1.0,3,19.346219,-99.222954,01710,las águilas,5550000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,28461.53846153846,5.55,0.02846153846153846
6190,2.0,2.0,0.0,140.0,140.0,11,1.0,11,19.422147,-99.15908,06700,roma norte,8500000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,60714.28571428572,8.5,0.06071428571428572
27420,2.0,2.0,0.0,125.0,68.0,0,1.0,0,19.382807,-99.159135,03020,narvarte poniente,5155000.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,41240.0,5.155,0.04124
25735,1.0,2.0,0.0,88.0,88.0,0,1.0,0,19.396441,-99.156852,03020,narvarte poniente,3901000.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,44329.545454545456,3.901,0.044329545454545455
37305,4.0,4.0,0.0,224.0,259.0,45,3.0,45,19.393565,-99.184708,03800,san pedro de los pinos,8500000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,37946.42857142857,8.5,0.037946428571428575
27440,2.0,1.0,0.0,84.0,78.0,0,1.0,0,19.399469,-99.186404,11800,escandón i sección,3284778.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,39104.5,3.284778,0.0391045
2614,1.0,1.0,0.0,32.0,32.0,1,1.0,1,19.434088,-99.1551,06030,tabacalera,2193230.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,68538.4375,2.19323,0.0685384375
1516,4.0,4.0,1.0,600.0,655.0,47,3.0,47,19.346826,-99.166158,04010,santa catarina,22500000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,37500.0,22.5,0.0375
27005,2.0,2.0,0.0,77.0,77.0,0,1.0,0,19.445419,-99.171396,11330,,3205271.0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,41626.896103896106,3.205271,0.041626896103896104
30197,2.0,1.0,0.0,56.0,56.0,0,1.0,0,19.4689514,-99.1546353,02950 ,del gas,2185079.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,39019.267857142855,2.185079,0.03901926785714285
